,date,tweet,clean_tweets,len,Sentiment
26,2020-07-16 16:20:13,"RT @RBReich: Jeff Bezos' Beverly Hills mansion has:

—3 saunas
—2 guesthouses
—A nine-hole golf course
—A tennis court
—A ""motor court"" wit…",rbreich jeff bezos beverly hills mansion saunas guesthouses nine hole golf urse tennis u motor u wit,100,0
27,2020-07-16 16:20:13,@TheEllenShow @portiaderossi From our babies to you we are sending our thoughts and prayers at this time! So very s… https://t.co/9gb68pDt4X,theellenshow po iaderossi babies sending thoughts prayers time gb pdt x,71,0
28,2020-07-16 16:20:14,RT @pastormarkburns: Slavery in America came by Africans selling other Africans to European masters. Many slaves weren't forced to America…,pastormarkburns slavery america came africans selling africans european masters many slaves forced america,106,1
29,2020-07-16 16:20:15,RT @CA_DWR: Help slow the spread of #COVID19 in your neck of the woods. Wear a mask when you are in public. https://t.co/3isLAypUXN  //#Slo…,ca dwr help slow spread covid neck woods wear mask public islaypuxn slo,71,-1
30,2020-07-16 16:20:16,"RT @RBReich: Jeff Bezos' Beverly Hills mansion has:

—3 saunas
—2 guesthouses
—A nine-hole golf course
—A tennis court
—A ""motor court"" wit…",rbreich jeff bezos beverly hills mansion saunas guesthouses nine hole golf urse tennis u motor u wit,100,0
31,2020-07-16 16:20:16,"RT @WilliamsRuto: With the changes in Parliamentary leadership including committee membership &amp; leadership now concluded, I urge all MPs NO…",williamsruto changes parliamentary leadership including mmittee membership amp leadership ncluded urge mps,106,0
32,2020-07-16 16:20:16,RT @cmu_africa: Are you a university student interested in pursuing a Masters degree in engineering or Information Technology? Join us this…,cmu africa university student interested pursuing masters degree engineering information technology join us,107,1
33,2020-07-16 16:20:16,RT @Football__Tweet: Cardiff where it started. Saints where he grew. Spurs where he blew. Maicon still has nightmares. Sent Bartra for a si…,football tweet cardiff sta ed saints grew spurs blew mai n still nightmares sent ba ra si,89,0
34,2020-07-16 16:20:17,RT @ParksSheffield: Do you have an #ecology and #biodiversity background? Would you be interested in becoming a Biodiversity Officer? This…,parkssheffield e logy biodiversity background would interested ming biodiversity officer,88,1
35,2020-07-16 16:20:17,"If golf had been invented when Nero ruled, would he, while Rome burned, have played golf rather than the violin?… https://t.co/dfQ5V9w56Z",golf invented nero ruled would rome burned played golf rather violin dfq v w z,78,0
36,2020-07-16 16:20:18,"RT @RBReich: Jeff Bezos' Beverly Hills mansion has:

—3 saunas
—2 guesthouses
—A nine-hole golf course
—A tennis court
—A ""motor court"" wit…",rbreich jeff bezos beverly hills mansion saunas guesthouses nine hole golf urse tennis u motor u wit,100,0
37,2020-07-16 16:20:19,"RT @AlanTaveras2: To all my friends from up north and all act 22s, we are not the USA...people don’t care what you think your right is...we…",alantaveras friends h act usa people care think right,53,1
38,2020-07-16 16:20:19,HAPPY HALLOWEEN plus Scary Woods Adventure https://t.co/0JY09G3Pje,happy halloween plus scary woods adventure jy g pje,51,1
39,2020-07-16 16:20:19,"RT @haaohaoo: My exposé of the impact of Trump’s golf courses in Scotland has been suppressed with legal threats … until now

""You’ve Been…",haaohaoo expos impact trump golf urses tland suppressed legal threats,69,1
40,2020-07-16 16:20:19,"Our heroic journey is not just about how we fare when we're progressing, and certainly not just about whether we ge… https://t.co/9msw2HdZgh",heroic journey fare progressing ce ainly whether ge msw hdzgh,61,1
41,2020-07-16 16:20:19,Heyy Reed;)),heyy reed,9,0
42,2020-07-16 16:20:19,RT @pastormarkburns: Slavery in America came by Africans selling other Africans to European masters. Many slaves weren't forced to America…,pastormarkburns slavery america came africans selling africans european masters many slaves forced america,106,1
43,2020-07-16 16:20:20,RT @MadhubantiChat3: Dear @3M n @scotchbrite I am a masters in law pursuing my PHD. I practice law and have an import and export company wi…,madhubantichat dear n tchbrite masters law pursuing phd practice law impo expo mpany wi,87,0
44,2020-07-16 16:20:18,"Fore! Our Fun in the Sun Networking Golf Tournament is back, with enhanced policies and procedures to ensure a low-… https://t.co/MZIy1VZzdL",fore fun sun networking golf tournament back enhanced policies procedures ensure low mziy vzzdl,95,1
45,2020-07-16 16:20:20,"RT @RBReich: Jeff Bezos' Beverly Hills mansion has:

—3 saunas
—2 guesthouses
—A nine-hole golf course
—A tennis court
—A ""motor court"" wit…",rbreich jeff bezos beverly hills mansion saunas guesthouses nine hole golf urse tennis u motor u wit,100,0
46,2020-07-16 16:20:21,Stabbing at Mill Woods park sends man to hospital with serious injuries https://t.co/ipur4OD6u4,stabbing mill woods park sends man hospital serious injuries ipur od u,70,-1
47,2020-07-16 16:20:22,Top golf this weekend??,top golf weekend,16,1
48,2020-07-16 16:20:22,"@MAnthonyHarris1 He’s actually a broadway musical composer - into the woods, company, Sweeney todd, etc. he’s a Hea… https://t.co/CK3bchOSfr",manthonyharris actually broadway musical mposer woods mpany sweeney todd etc hea ck bchosfr,91,0
49,2020-07-16 16:20:22,"RT @AaydaHeart: You find me in the woods like this, 

What you about to do? https://t.co/D0fkZSgLJn",aaydahea find woods like fkzsgljn,33,0
50,2020-07-16 16:20:23,"RT @LindseyMustGo: Almost 140,000 dead. Millions unemployed. Parents frightened and unsure if it’s safe for their kids to go back to school…",lindseymustgo almost dead millions unemployed parents frightened unsure safe kids go back school,96,1
51,2020-07-16 16:20:23,"Annual RAB Golf Outing

Sign up today - Contact: Greg White, glkmawhite@sbcglobal.net or Ron Carr, Ron.carr@comcast… https://t.co/URjOI7L3M2",annual rab golf outing sign today contact greg white glkmawhite sbcglobal net ron carr ron carr mcast urjoi l,109,0
52,2020-07-16 16:20:24,RT @pastormarkburns: Slavery in America came by Africans selling other Africans to European masters. Many slaves weren't forced to America…,pastormarkburns slavery america came africans selling africans european masters many slaves forced america,106,1
53,2020-07-16 16:20:24,"@ShariefWDSU @BHollandSports Greens are fast, rough is up. This is last golf played on this course before the re de… https://t.co/VLHXjZ2qYA",shariefwdsu bhollandspo greens fast rough last golf played urse de vlhxjz qya,77,1
54,2020-07-16 16:20:24,"RT @latimes: He was allowed to blow off class as an undergrad, then was handed a masters degree for a period in which he took several vacat…",latimes allowed blow class undergrad handed masters degree period took several vacat,84,0
55,2020-07-16 16:20:25,RT @pastormarkburns: Slavery in America came by Africans selling other Africans to European masters. Many slaves weren't forced to America…,pastormarkburns slavery america came africans selling africans european masters many slaves forced america,106,1
56,2020-07-16 16:20:25,RT @JamilahLemieux: He didn’t look out for his fellow Cablinasians? Shameful.,jamilahlemieux look fellow cablinasians shameful,48,0
57,2020-07-16 16:20:26,"RT @DempsterMartin: NEW:

""The logic behind this is lost on me. Open competitons bring in much-needed extra revenue to all concerned, the c…",dempsterma new logic behind lost open mpetitons bring much needed extra revenue ncerned c,89,-1
58,2020-07-16 16:20:26,RT @RedWingGrips: Dr. Fauci is gracing the cover and doing photoshoots for InStyle magazine so I don't want to hear one damn word about Tru…,redwinggrips dr fauci gracing ver photoshoots instyle magazine want hear one damn word tru,90,0
59,2020-07-16 16:20:26,RT @Football__Tweet: Cardiff where it started. Saints where he grew. Spurs where he blew. Maicon still has nightmares. Sent Bartra for a si…,football tweet cardiff sta ed saints grew spurs blew mai n still nightmares sent ba ra si,89,0
60,2020-07-16 16:20:26,RT @suitedhotmess2: I love driving to some woods and corrupting a younger girl... https://t.co/i2K2oY1Nfa,suitedhotmess love driving woods rrupting younger girl k oy nfa,63,1
61,2020-07-16 16:20:27,"RT @RBReich: Jeff Bezos' Beverly Hills mansion has:

—3 saunas
—2 guesthouses
—A nine-hole golf course
—A tennis court
—A ""motor court"" wit…",rbreich jeff bezos beverly hills mansion saunas guesthouses nine hole golf urse tennis u motor u wit,100,0
62,2020-07-16 16:20:27,RT @AbdulHa62334179: PM #ImranKhan wants to show his karkardagi by building an environmentally disastrous mega dam on river Indus . He want…,abdulha pm imrankhan wants show karkardagi building environmentally disastrous mega dam river indus want,104,-1
63,2020-07-16 16:20:27,"RT @thenfb: ⏪ 30 years ago today, Alanis Obomsawin went behind the lines of the historic 78-day confrontation sparked by a proposed golf co…",thenfb years ago today alanis obomsawin went behind lines historic day nfrontation sparked proposed golf,104,-1
64,2020-07-16 16:20:27,"RT @ConnectedCamps: 2020 @NASEFedu NASEF Minecraft Masters: This summer’s global challenge! 

Live-streamed build competitions to challenge…",connectedcamps nasefedu nasef minecraft masters summer global challenge live streamed build mpetitions challenge,112,1
65,2020-07-16 16:20:27,RT @VallejoCanoE: This is the @MerriamWebster definition of 'neck of the woods' https://t.co/b2oIuEzqKX,vallejocanoe merriamwebster definition neck woods b oiuezqkx,60,0
66,2020-07-16 16:20:27,@DanSadowsky @IChotiner What would that agenda be? Allowing more of us to die between rounds of golf?,dansadowsky ichotiner would agenda allowing us die rounds golf,62,0
67,2020-07-16 16:20:28,"@jtfeltrin @Mileswood_ This is definitely a fancy rich person's house that backs onto a golf course. but yes, you c… https://t.co/rzB9DhHCyw",jtfeltrin mileswood definitely fancy rich person house backs onto golf urse yes c rzb dhhcyw,92,1
68,2020-07-16 16:20:28,"Memorial Tournament Golf Live Stream Day 1

#Tiger_Woods Memorial Tournament Golf 2020 Live Stream Round 1 

click… https://t.co/ux3D6jDhHS",memorial tournament golf live stream day tiger woods memorial tournament golf live stream round click ux jdhhs,110,1
69,2020-07-16 16:20:28,@QBlueSkyQ They bought up golf courses in Myrtle Beach. I hate the CCP and it’s lovers.  Sellouts. https://t.co/9d16u8MR2u,qblueskyq bought golf urses le beach hate ccp lovers sellouts u mr u,68,-1
70,2020-07-16 16:20:28,"RT @birdsaroundme: First time ever, I lost patience with the birds... Eurasian Reed Warbler (Acrocephalus scirpaceus) @pankajsinghPHO @sidd…",birdsaroundme first time ever lost patience birds eurasian reed warbler acrocephalus scirpaceus pankajsinghpho sidd,115,1
71,2020-07-16 16:20:29,"RT @jacknicklaus: Was on course w/ @PGATOUR Commisioner Jay Monahan when we read stats about this week’s @MemorialGolf field:
-48 of top 50…",jacknicklaus urse w pgatour commisioner jay monahan read stats week memorialgolf field top,90,1
72,2020-07-16 16:20:30,RT @pastormarkburns: Slavery in America came by Africans selling other Africans to European masters. Many slaves weren't forced to America…,pastormarkburns slavery america came africans selling africans european masters many slaves forced america,106,1
73,2020-07-16 16:20:31,"RT @RBReich: Jeff Bezos' Beverly Hills mansion has:

—3 saunas
—2 guesthouses
—A nine-hole golf course
—A tennis court
—A ""motor court"" wit…",rbreich jeff bezos beverly hills mansion saunas guesthouses nine hole golf urse tennis u motor u wit,100,0
74,2020-07-16 16:20:31,Really Access Bank is shit.... How can you fix graduate trainee at age 24 and 25 for lawyers and masters holders. A… https://t.co/BgwmSUMMZN,really access bank shit fix graduate trainee age lawyers masters holders bgwmsummzn,83,0
75,2020-07-16 16:20:32,"RT @RBReich: Jeff Bezos' Beverly Hills mansion has:

—3 saunas
—2 guesthouses
—A nine-hole golf course
—A tennis court
—A ""motor court"" wit…",rbreich jeff bezos beverly hills mansion saunas guesthouses nine hole golf urse tennis u motor u wit,100,0
76,2020-07-16 16:20:33,"RT @RBReich: Jeff Bezos' Beverly Hills mansion has:

—3 saunas
—2 guesthouses
—A nine-hole golf course
—A tennis court
—A ""motor court"" wit…",rbreich jeff bezos beverly hills mansion saunas guesthouses nine hole golf urse tennis u motor u wit,100,0
77,2020-07-16 16:20:33,RT @TrueFactsStated: Some pics from yesterday’s DC tour. Golf on Saturday? Help us with a tank of diesel. https://t.co/GBi7WYWATi https://t…,truefactsstated pics yesterday dc tour golf saturday help us tank diesel gbi wywati,83,0
78,2020-07-16 16:20:33,RT @Football__Tweet: Cardiff where it started. Saints where he grew. Spurs where he blew. Maicon still has nightmares. Sent Bartra for a si…,football tweet cardiff sta ed saints grew spurs blew mai n still nightmares sent ba ra si,89,0
79,2020-07-16 16:20:34,RT @pastormarkburns: Slavery in America came by Africans selling other Africans to European masters. Many slaves weren't forced to America…,pastormarkburns slavery america came africans selling africans european masters many slaves forced america,106,1
80,2020-07-16 16:20:35,RT @MTFIII: Tiger Woods HBO Series Faces Backlash Over Project’s Lack Of Diversity https://t.co/WlYAOG5BLw via @Deadline,mtfiii tiger woods hbo series faces backlash project lack diversity wlyaog blw via deadline,91,0
81,2020-07-16 16:20:35,"RT @RBReich: Jeff Bezos' Beverly Hills mansion has:

—3 saunas
—2 guesthouses
—A nine-hole golf course
—A tennis court
—A ""motor court"" wit…",rbreich jeff bezos beverly hills mansion saunas guesthouses nine hole golf urse tennis u motor u wit,100,0
82,2020-07-16 16:20:35,"Sometimes I feel more at home out in the woods, than in my actual home. https://t.co/9FeLnE2DxE",sometimes feel home woods actual home felne dxe,47,0
83,2020-07-16 16:20:35,"Good times at #mastersofrock2019 with Dimmu Borgir

#metal #metalmusic #heavymetal #metalhead #headbanger #metalfan… https://t.co/6E832OPzVc",good times mastersofrock dimmu borgir metal metalmusic heavymetal metalhead headbanger metalfan e opzvc,103,1
84,2020-07-16 16:20:35,RT @TempAPStyle: grammar is meaningless no gods no masters no punctuation #APStyleChat,tempapstyle grammar meaningless gods masters punctuation apstylechat,68,-1
85,2020-07-16 16:20:35,"RT @birdsaroundme: Eurasian Reed Warbler (Acrocephalus scirpaceus) Lesson learned - give them time, they will give u enough time in return.…",birdsaroundme eurasian reed warbler acrocephalus scirpaceus lesson learned give time give u enough time return,110,0
86,2020-07-16 16:20:36,"RT @RBReich: Jeff Bezos' Beverly Hills mansion has:

—3 saunas
—2 guesthouses
—A nine-hole golf course
—A tennis court
—A ""motor court"" wit…",rbreich jeff bezos beverly hills mansion saunas guesthouses nine hole golf urse tennis u motor u wit,100,0
87,2020-07-16 16:20:37,"@TheParTrain I don’t know who the female “on course” commentator is on the golf channel right now, but could you pl… https://t.co/pIXvvn2hFp",thepartrain know female urse mmentator golf channel right uld pl pixvvn hfp,75,1
88,2020-07-16 16:20:38,Reed Smith LLP continuing to lead the way and blaze trails on disability-related issues https://t.co/1ijFAFtzd9,reed smith llp ntinuing lead way blaze trails disability related issues ijfaftzd,80,0
89,2020-07-16 16:20:38,The amount of people there to see him was amazing. Can’t wait to go to another golf event soon! https://t.co/a948JJUPGL,amount people see amazing wait go another golf event soon jjupgl,64,1
90,2020-07-16 16:20:39,Welcome to watch 2020 Memorial Tournament golf live streaming free HD TV coverage game from here.… https://t.co/eU2AXmk1hc,wel watch memorial tournament golf live streaming free hd tv verage game eu axmk hc,83,1
91,2020-07-16 16:20:39,"RT @RBReich: Jeff Bezos' Beverly Hills mansion has:

—3 saunas
—2 guesthouses
—A nine-hole golf course
—A tennis court
—A ""motor court"" wit…",rbreich jeff bezos beverly hills mansion saunas guesthouses nine hole golf urse tennis u motor u wit,100,0
92,2020-07-16 16:20:39,A golf club is a club used to hit a golf ball in a game of golf. Each club is composed of a shaft with a grip and a… https://t.co/jljxcZQ0nk,golf club club used hit golf ball game golf club mposed shaft grip jljxczq nk,77,-1
93,2020-07-16 16:20:40,"RT @MTNboyinmidw: @GovAbbott @GregAbbott_TX 
Hears you and is in full compliance with his DNC masters. 
#recallabbott #AbbottBetrayedTexas…",mtnboyinmidw govabbott gregabbott tx hears full mpliance dnc masters recallabbott abbottbetrayedtexas,101,1
94,2020-07-16 16:20:41,"RT @RBReich: Jeff Bezos' Beverly Hills mansion has:

—3 saunas
—2 guesthouses
—A nine-hole golf course
—A tennis court
—A ""motor court"" wit…",rbreich jeff bezos beverly hills mansion saunas guesthouses nine hole golf urse tennis u motor u wit,100,0
95,2020-07-16 16:20:41,RT @pastormarkburns: Slavery in America came by Africans selling other Africans to European masters. Many slaves weren't forced to America…,pastormarkburns slavery america came africans selling africans european masters many slaves forced america,106,1
96,2020-07-16 16:20:41,"Long Ago When Men Cursed And Beat The Ground With Sticks, It Was Called Witchcraft..... Today, It's Called Golf!",long ago men cursed beat ground sticks called witchcraft today called golf,74,-1
97,2020-07-16 16:20:42,RT @pastormarkburns: Slavery in America came by Africans selling other Africans to European masters. Many slaves weren't forced to America…,pastormarkburns slavery america came africans selling africans european masters many slaves forced america,106,1
98,2020-07-16 16:20:42,@Jaybefaunt I mean no offense here Jay but I just don't think human right is the way to go with that. Anything that… https://t.co/7MfZ3maz7x,jaybefaunt mean offense jay think human right way go anything mfz maz x,71,-1
99,2020-07-16 16:20:42,RT @pastormarkburns: Slavery in America came by Africans selling other Africans to European masters. Many slaves weren't forced to America…,pastormarkburns slavery america came africans selling africans european masters many slaves forced america,106,1
100,2020-07-16 16:20:42,RT @__BigO__: IM FINALLY QUITTING MY DEAD END JOB AND GOING TO PURSUE MY MASTERS THIS FALL!!!!! MY GOD IS A MIRACLE WORKER!!!! https://t.co…,bigo im finally quitting dead end job going pursue masters fall god miracle worker,82,-1
101,2020-07-16 16:20:42,"RT @mcguirk_john: Our heroic journey is not just about how we fare when we're progressing, and certainly not just about whether we get to o…",mcguirk john heroic journey fare progressing ce ainly whether get,65,1
102,2020-07-16 16:20:43,"RT @RBReich: Jeff Bezos' Beverly Hills mansion has:

—3 saunas
—2 guesthouses
—A nine-hole golf course
—A tennis court
—A ""motor court"" wit…",rbreich jeff bezos beverly hills mansion saunas guesthouses nine hole golf urse tennis u motor u wit,100,0
103,2020-07-16 16:20:44,RT @pastormarkburns: Slavery in America came by Africans selling other Africans to European masters. Many slaves weren't forced to America…,pastormarkburns slavery america came africans selling africans european masters many slaves forced america,106,1
104,2020-07-16 16:20:44,Want a chance to win a limited edition #Titleist cart bag? Then come in to #MurrayfieldProShop and buy a dozen… https://t.co/2Li9DEB2kx,want chance win limited edition titleist ca bag murrayfieldproshop buy dozen li deb kx,86,1
105,2020-07-16 16:20:44,"RT @RBReich: Jeff Bezos' Beverly Hills mansion has:

—3 saunas
—2 guesthouses
—A nine-hole golf course
—A tennis court
—A ""motor court"" wit…",rbreich jeff bezos beverly hills mansion saunas guesthouses nine hole golf urse tennis u motor u wit,100,0
106,2020-07-16 16:20:44,"RT @RBReich: Jeff Bezos' Beverly Hills mansion has:

—3 saunas
—2 guesthouses
—A nine-hole golf course
—A tennis court
—A ""motor court"" wit…",rbreich jeff bezos beverly hills mansion saunas guesthouses nine hole golf urse tennis u motor u wit,100,0
107,2020-07-16 16:20:45,"RT @RBReich: Jeff Bezos' Beverly Hills mansion has:

—3 saunas
—2 guesthouses
—A nine-hole golf course
—A tennis court
—A ""motor court"" wit…",rbreich jeff bezos beverly hills mansion saunas guesthouses nine hole golf urse tennis u motor u wit,100,0
108,2020-07-16 16:20:47,RT @Olwee: @NonhleBeryl Backstage at Global Citizen. Oprah’s golf cart came past but I was lit. I shouted “Hey Oprah. How you dzoin?!” But…,olwee nonhleberyl backstage global citizen oprah golf ca came past lit shouted hey oprah dzoin,94,-1
109,2020-07-16 16:20:47,"RT @YC727USA: Rather than being transparent with facts and figures, the MSM blatantly spreads invalidated information.  It’s time Americans…",yc usa rather transparent facts figures msm blatantly spreads invalidated information time americans,100,-1
110,2020-07-16 16:20:47,"RT @RBReich: Jeff Bezos' Beverly Hills mansion has:

—3 saunas
—2 guesthouses
—A nine-hole golf course
—A tennis court
—A ""motor court"" wit…",rbreich jeff bezos beverly hills mansion saunas guesthouses nine hole golf urse tennis u motor u wit,100,0
111,2020-07-16 16:20:48,RT @JamilahLemieux: He didn’t look out for his fellow Cablinasians? Shameful.,jamilahlemieux look fellow cablinasians shameful,48,0
112,2020-07-16 16:20:49,@williamzambezi @dewamavhinga @Mavhure @PacheduZW @ApostleChiwenga @euinzim @UKinZimbabwe @usembassyharare @263Chat… https://t.co/36D3QP85uq,williamzambezi dewamavhinga mavhure pacheduzw apostlechiwenga euinzim ukinzimbabwe usembassyharare chat qp uq,109,0
113,2020-07-16 16:20:50,"RT @RBReich: Jeff Bezos' Beverly Hills mansion has:

—3 saunas
—2 guesthouses
—A nine-hole golf course
—A tennis court
—A ""motor court"" wit…",rbreich jeff bezos beverly hills mansion saunas guesthouses nine hole golf urse tennis u motor u wit,100,0
114,2020-07-16 16:20:51,RT @pastormarkburns: Slavery in America came by Africans selling other Africans to European masters. Many slaves weren't forced to America…,pastormarkburns slavery america came africans selling africans european masters many slaves forced america,106,1
115,2020-07-16 16:20:51,RT @DaveDekker8: @glennkirschner2 The OLC says you can’t indict a sitting president because it would interfere with his duties. TRUMP DOESN…,davedekker glennkirschner olc says indict sitting president would interfere duties trump,88,0
116,2020-07-16 16:20:52,"RT @RBReich: Jeff Bezos' Beverly Hills mansion has:

—3 saunas
—2 guesthouses
—A nine-hole golf course
—A tennis court
—A ""motor court"" wit…",rbreich jeff bezos beverly hills mansion saunas guesthouses nine hole golf urse tennis u motor u wit,100,0
117,2020-07-16 16:20:53,"@MaryTrinetti @smc429 @slmbs9 @LindseyGrahamSC @realDonaldTrump Better yet, just get the hell out of OUR WHITE HOUS… https://t.co/A34LbH3fzl",marytrinetti smc slmbs lindseygrahamsc realdonaldtrump better yet get hell white hous lbh fzl,93,1
118,2020-07-16 16:20:53,"@mattwithers Ah the golf documentary strikes again. The amount of emails I get about this. The other Anthony, far m… https://t.co/KFeND58CCx",mattwithers ah golf documentary strikes amount emails get anthony far kfend ccx,79,1
119,2020-07-16 16:20:54,@AroundTheNFL just listened to the July 8th show.    Not counting rings. You think Andy Reed is better than Bill Be… https://t.co/NOOCHVmTZo,aroundthenfl listened july th show unting rings think andy reed better bill noochvmtzo,86,1
120,2020-07-16 16:20:54,"@JoeBiden Cozy Bear Productions Announces:  After visiting Walter Reed Hospital in a mask, Trump felt compelled to… https://t.co/OaYKyjlDM8",joebiden cozy bear productions announces visiting walter reed hospital mask trump felt mpelled oaykyjldm,104,-1
121,2020-07-16 16:20:55,RT @MalteseTenor: This is unimissable! https://t.co/9YDPUCwh73,maltesetenor unimissable ydpucwh,32,0
122,2020-07-16 16:20:55,RT @pastormarkburns: Slavery in America came by Africans selling other Africans to European masters. Many slaves weren't forced to America…,pastormarkburns slavery america came africans selling africans european masters many slaves forced america,106,1
